Id,to_n,program_n,electron_n,the_n,be_n,or_n,can_n,process_n,accept_n,data_n,a_n,inform_n,oper_n,instruct_n,system_n,store_n,that_n,and_n,comput_n,which_n,set_n,result_n,c_n,devic_n,calcul_n,is_n,it_n,in_n,perform_n,i_n,for_n,machin_n,by_n,on_n,of_n,with_n,us_n,an_n,as_n,other_n
1,0.0,0.0,0.0917041341235,0.0,0.0,0.0,0.123975314717,0.0942339109769,0.0,0.119309829221,0.00919532544796,0.0,0.0,0.0,0.0,0.114062603165,0.0694738110646,0.0381525821793,0.0102611589108,0.0,0.0,0.0,0.0,0.0,0.161740161529,0.0390028838165,0.0,0.0,0.17847681837,0.0,0.0,0.107973687274,0.0,0.0,0.0,0.0,0.0,0.1172560346,0.0,0.0
2,0.0842548373999,0.0,0.0,0.0588698025273,0.0,0.0965303081673,0.0,0.0,0.0,0.0,0.00857143461954,0.0,0.0,0.0,0.0,0.0,0.0525915620239,0.0,0.0124442903349,0.144951233594,0.0,0.0,0.0,0.069419880437,0.122437039317,0.0295251196374,0.0,0.0,0.135106661335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0827082343841,0.186603755535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134798852941,0.0,0.0,0.160731726315,0.0,0.0,0.0,0.0349111579204,0.0122158598073,0.0,0.227957872727,0.227957872727,0.0,0.109173325932,0.0,0.0464327436039,0.0,0.0,0.212475784755,0.0,0.0,0.0,0.0,0.0,0.0925817229646,0.219958602407,0.0,0.0,0.0,0.0
4,0.104897436665,0.0,0.106425416263,0.0,0.0,0.0,0.0,0.109361298678,0.0,0.0,0.0121158080874,0.182028271209,0.0,0.0,0.0,0.0,0.0806264552043,0.0340324386219,0.0119083847076,0.0,0.0,0.0,0.0,0.0,0.0,0.0588898532007,0.161299994399,0.0,0.0,0.0,0.0,0.125306723884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0453549502339,0.0,0.0598676879198,0.0749924170055,0.0,0.0,0.0,0.0,0.134806844161,0.0598676879198,0.00739200312068,0.0,0.168766632152,0.0,0.0,0.0,0.0,0.0306703670389,0.00989500760425,0.0,0.0,0.125005908419,0.0,0.0598676879198,0.0,0.0254624559581,0.0,0.0,0.116515951709,0.0,0.0,0.0,0.0,0.0,0.0813354696194,0.0,0.0,0.0,0.0,0.0
6,0.0707313629682,0.12265813233,0.0717616653573,0.0608556949683,0.0,0.0997866263659,0.0,0.0,0.0,0.0,0.00816957636649,0.0,0.0,0.105651964504,0.0,0.0,0.0543656665903,0.0229477558785,0.00802971271654,0.149840965626,0.0,0.0,0.0,0.0,0.0,0.0305211092516,0.160656259377,0.164667835208,0.0,0.0970149833738,0.0,0.109928129011,0.15548886629,0.0,0.0,0.0,0.194947590858,0.0917569136494,0.0,0.0
7,0.0,0.0,0.0,0.0943999153709,0.0,0.0,0.0,0.0,0.0,0.0,0.013744613842,0.0,0.0,0.0,0.0,0.0,0.0843325234866,0.0,0.0162053231455,0.232434688019,0.0,0.0,0.0,0.0,0.0,0.0615967788188,0.0,0.0,0.0,0.0,0.0,0.131066561319,0.0,0.0,0.0943999153709,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00610549588973,0.0,0.0,0.0,0.178381379586,0.0,0.0600153400531,0.032958321392,0.0115325373775,0.0,0.0,0.0,0.0,0.0,0.0,0.0336928592145,0.120065727681,0.0,0.0,0.107096768652,0.0,0.0,0.0,0.223318221407,0.0,0.0,0.0,0.101292280961,0.0,0.0
9,0.0,0.0,0.0,0.0692330800047,0.0,0.0,0.11037005015,0.0,0.0,0.106216563068,0.00629210288996,0.0,0.0,0.120195996692,0.0,0.13211332072,0.0,0.0339656520984,0.0118850152505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11037005015,0.0,0.0,0.0,0.0,0.0,0.164486153752,0.0,0.0,0.206721260887,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0918550770597,0.00921046074623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102780485469,0.0,0.0,0.0,0.0,0.0918550770597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.102231441679,0.0,0.13494359523,0.114435558712,0.0,0.187642887755,0.0,0.138666188404,0.0,0.175565665117,0.0104002351136,0.177401976481,0.0,0.0,0.0,0.167844316939,0.102231441679,0.0431519065965,0.0150994029646,0.0,0.0,0.0,0.0,0.13494359523,0.0,0.0573931526299,0.204522584163,0.0,0.0,0.237348171863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17254348479,0.0,0.0
12,0.0505807099695,0.0,0.0,0.0566189003141,0.0,0.0928394467245,0.0,0.0,0.0,0.0,0.00760080761782,0.0,0.0,0.0,0.0,0.0,0.0,0.0277771532068,0.00747068132384,0.0,0.0,0.0,0.0,0.0667655932507,0.0,0.0283962190078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139408985472,0.0,0.0,0.0
13,0.0483954805737,0.0,0.0,0.0541728040573,0.0,0.0,0.0,0.0,0.0,0.0,0.00640546685531,0.0,0.0,0.0,0.0,0.0,0.0483954805737,0.0,0.00929966718714,0.133386123925,0.0,0.0,0.197027478734,0.0,0.0,0.0,0.0,0.112668251897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128705471095,0.0,0.0,0.0,0.143844100239
14,0.143766165438,0.0,0.189768655493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249477083378,0.0,0.0,0.0,0.0,0.143766165438,0.0,0.0212340081383,0.0,0.0,0.0,0.396243850292,0.189768655493,0.0,0.105007324908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382339256285,0.0,0.242644677332,0.0,0.0
15,0.0807948183486,0.0,0.0,0.117665007642,0.0,0.148296578641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155255183372,0.0,0.0,0.0,0.0,0.0,0.188096302335,0.0453585439568,0.0,0.0,0.0,0.144177537964,0.0,0.1255683878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0578508813557,0.130521365888,0.0,0.0842507543919,0.0,0.0,0.10323431395,0.0,0.0,0.0,0.00765695264684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111166153681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10323431395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
